transaction_id,transaction_date,customer_id,store_id,product_id,quantity,unit_price,total_amount,promotion,payment_method
T00002149,2023-10-23 22:12:10,C000164,S0020,P00017,1,29.44,29.44,True,mobile
T00002150,2023-05-02 14:47:46,C000387,S0001,P00200,1,7.58,7.58,False,mobile
T00002151,2023-10-22 12:41:32,C000471,S0007,P00017,1,34.65,34.65,False,card
T00002152,2023-03-30 21:22:29,C000147,S0003,P00174,1,6.03,6.03,False,mobile
T00002153,2023-05-27 15:06:07,C000069,S0017,P00158,1,4.76,4.76,True,card
T00002154,2023-11-29 05:06:05,C000282,S0008,P00089,1,3.18,3.18,False,mobile
T00002155,2023-12-14 10:06:10,C000328,S0004,P00200,1,7.3,7.3,False,card
T00002156,2023-12-03 06:58:04,C000126,S0016,P00029,1,10.49,10.49,False,cash
T00002157,2023-04-26 00:57:39,C000162,S0016,P00007,1,11.05,11.05,False,mobile
T00002158,2023-11-03 23:16:08,C000359,S0005,P00162,1,2.73,2.73,True,cash
T00002159,2023-12-07 17:39:30,C000308,S0009,P00015,2,10.65,21.3,False,mobile
T00002160,2023-12-23 01:35:39,C000149,S0007,P00066,2,6.7,13.4,False,insurance
T00002161,2023-01-08 14:36:44,C000403,S0010,P00054,1,3.96,3.96,False,cash
T00002162,2023-09-29 04:14:46,C000413,S0017,P00003,1,5.44,5.44,False,card
T00002163,2023-12-29 19:34:14,C000283,S0006,P00144,1,16.92,16.92,False,cash
T00002164,2023-10-06 08:07:59,C000412,S0013,P00141,2,2.83,5.66,False,insurance
T00002165,2023-03-26 21:00:43,C000225,S0015,P00029,1,7.0,7.0,True,mobile
T00002166,2023-10-05 13:59:14,C000265,S0002,P00026,1,15.06,15.06,False,card
T00002167,2023-02-08 07:24:48,C000403,S0005,P00023,1,42.14,42.14,False,card
T00002168,2023-06-24 22:35:18,C000336,S0018,P00073,1,37.74,37.74,False,insurance
T00002169,2023-08-16 22:43:28,C000136,S0006,P00091,2,2.74,5.48,False,cash
T00002170,2023-06-16 03:33:59,C000316,S0019,P00102,1,1.68,1.68,False,mobile
T00002171,2023-09-12 17:44:45,C000084,S0013,P00152,2,2.73,5.46,False,card
T00002172,2023-03-29 10:37:00,C000471,S0005,P00138,1,0.94,0.94,True,insurance
T00002173,2023-08-09 15:56:36,C000395,S0004,P00190,1,7.16,7.16,False,cash
T00002174,2023-08-23 17:08:26,C000130,S0018,P00003,3,5.3,15.9,False,mobile
T00002175,2023-08-19 16:50:35,C000471,S0008,P00082,1,6.32,6.32,True,card
T00002176,2023-04-16 07:30:02,C000064,S0017,P00075,1,7.74,7.74,False,insurance
T00002177,2023-04-22 03:48:52,C000088,S0007,P00091,1,3.01,3.01,False,insurance
T00002178,2023-04-04 20:12:51,C000397,S0002,P00015,1,10.74,10.74,False,card
T00002179,2023-06-18 02:05:05,C000087,S0001,P00080,1,16.36,16.36,False,card
T00002180,2023-08-02 06:57:31,C000429,S0020,P00139,1,3.7,3.7,False,mobile
T00002181,2023-05-12 23:06:53,C000410,S0008,P00155,3,3.04,9.12,False,mobile
T00002182,2023-05-30 05:36:22,C000074,S0001,P00146,2,9.2,18.4,False,cash
T00002183,2023-04-15 06:05:25,C000460,S0019,P00053,3,2.67,8.01,True,insurance
T00002184,2023-03-21 15:55:53,C000367,S0003,P00083,1,19.28,19.28,False,card
T00002185,2023-08-28 07:22:49,C000432,S0005,P00106,1,6.55,6.55,False,cash
T00002186,2023-10-25 01:03:56,C000369,S0020,P00108,2,2.89,5.78,False,card
T00002187,2023-04-16 19:35:37,C000289,S0013,P00128,1,5.17,5.17,False,insurance
T00002188,2023-11-10 05:56:20,C000280,S0017,P00100,1,12.49,12.49,False,insurance
T00002189,2023-07-27 20:03:54,C000018,S0013,P00014,1,2.98,2.98,True,card
T00002190,2023-03-03 01:01:22,C000080,S0011,P00053,1,3.03,3.03,False,card
T00002191,2023-05-14 05:22:04,C000149,S0012,P00090,1,6.7,6.7,False,cash
T00002192,2023-01-03 17:34:53,C000186,S0013,P00176,1,13.07,13.07,True,card
T00002193,2023-01-15 06:11:05,C000234,S0020,P00172,3,7.47,22.41,False,card
T00002194,2023-05-03 08:25:53,C000037,S0002,P00175,1,9.03,9.03,False,mobile
T00002195,2023-06-15 10:11:02,C000084,S0004,P00132,1,5.32,5.32,True,mobile
T00002196,2023-10-18 07:03:17,C000446,S0016,P00137,1,7.76,7.76,False,cash
T00002197,2023-02-18 21:15:57,C000072,S0002,P00041,3,19.07,57.21,False,card
T00002198,2023-11-02 11:01:23,C000266,S0003,P00034,1,8.44,8.44,False,mobile
T00002199,2023-03-27 08:47:27,C000349,S0006,P00047,1,4.28,4.28,False,card
T00002200,2023-02-20 08:26:34,C000122,S0007,P00076,1,3.24,3.24,False,cash
T00002201,2023-09-12 18:15:46,C000433,S0013,P00108,1,2.71,2.71,False,cash
T00002202,2023-10-09 20:35:55,C000245,S0014,P00105,2,4.31,8.62,False,cash
T00002203,2023-08-09 04:30:48,C000412,S0017,P00119,1,7.32,7.32,False,mobile
T00002204,2023-02-12 02:47:29,C000354,S0003,P00070,3,1.57,4.71,True,cash
T00002205,2023-02-11 23:39:06,C000409,S0008,P00196,1,7.02,7.02,False,mobile
T00002206,2023-05-22 23:35:12,C000492,S0014,P00126,1,7.23,7.23,False,mobile
T00002207,2023-06-14 00:26:33,C000355,S0002,P00055,1,2.26,2.26,False,cash
T00002208,2023-12-30 11:51:10,C000266,S0017,P00021,1,7.57,7.57,False,insurance
T00002209,2023-04-15 06:38:45,C000456,S0001,P00040,1,24.55,24.55,False,insurance
T00002210,2023-03-12 02:28:24,C000025,S0018,P00193,3,35.36,106.08,False,cash
T00002211,2023-12-11 07:23:38,C000385,S0018,P00106,1,6.81,6.81,False,insurance
T00002212,2023-02-26 01:01:33,C000368,S0020,P00192,3,14.48,43.44,False,cash
T00002213,2023-01-10 14:39:09,C000245,S0016,P00045,3,4.64,13.92,False,insurance
T00002214,2023-06-03 21:35:01,C000264,S0018,P00023,1,45.27,45.27,False,cash
T00002215,2023-05-26 23:51:00,C000389,S0020,P00021,1,5.98,5.98,True,mobile
T00002216,2023-08-14 13:25:27,C000206,S0014,P00033,10,6.45,64.5,False,card
T00002217,2023-11-16 11:53:27,C000044,S0018,P00036,1,21.37,21.37,True,mobile
T00002218,2023-12-06 13:49:17,C000285,S0012,P00030,2,13.79,27.58,False,card
T00002219,2023-04-16 10:17:08,C000338,S0011,P00024,3,5.09,15.27,False,mobile
T00002220,2023-12-24 00:27:13,C000393,S0018,P00045,1,4.37,4.37,False,mobile
T00002221,2023-08-19 06:55:39,C000133,S0008,P00056,1,10.98,10.98,False,cash
T00002222,2023-01-26 08:22:50,C000390,S0010,P00150,5,19.68,98.4,False,mobile
T00002223,2023-12-08 14:16:07,C000464,S0018,P00171,1,16.47,16.47,False,mobile
T00002224,2023-02-20 05:32:46,C000017,S0002,P00198,1,2.92,2.92,False,card
T00002225,2023-08-03 05:58:18,C000451,S0005,P00099,1,21.73,21.73,True,card
T00002226,2023-10-15 19:53:13,C000278,S0011,P00062,1,11.84,11.84,False,card
T00002227,2023-04-01 19:05:30,C000033,S0010,P00068,2,4.06,8.12,False,mobile
T00002228,2023-04-09 12:14:33,C000488,S0003,P00129,4,26.93,107.72,False,mobile
T00002229,2023-06-23 07:53:00,C000341,S0001,P00166,1,4.72,4.72,False,card
T00002230,2023-11-19 02:02:29,C000248,S0005,P00075,1,7.5,7.5,False,card
T00002231,2023-03-23 09:23:55,C000421,S0017,P00003,1,5.58,5.58,False,card
T00002232,2023-08-30 11:55:40,C000107,S0016,P00092,1,11.1,11.1,False,mobile
T00002233,2023-06-14 17:50:26,C000465,S0016,P00007,1,10.27,10.27,False,card
T00002234,2023-02-10 17:04:34,C000254,S0008,P00103,1,10.14,10.14,False,card
T00002235,2023-09-16 18:13:12,C000324,S0007,P00118,1,6.29,6.29,False,card
T00002236,2023-10-31 00:58:33,C000073,S0011,P00084,10,8.73,87.3,False,cash
T00002237,2023-07-29 12:44:20,C000184,S0019,P00053,4,2.98,11.92,False,card
T00002238,2023-03-06 04:38:57,C000447,S0010,P00020,1,3.88,3.88,False,mobile
T00002239,2023-02-26 16:25:09,C000367,S0002,P00118,1,6.84,6.84,False,insurance
T00002240,2023-06-04 03:39:21,C000483,S0014,P00174,1,5.64,5.64,False,mobile
T00002241,2023-07-04 08:04:28,C000485,S0017,P00050,1,16.27,16.27,False,mobile
T00002242,2023-07-20 23:53:15,C000002,S0017,P00034,1,7.98,7.98,False,card
T00002243,2023-03-30 16:34:42,C000398,S0001,P00119,3,5.0,15.0,True,cash
T00002244,2023-07-02 06:41:35,C000477,S0012,P00034,1,8.59,8.59,False,mobile
T00002245,2023-04-18 09:48:37,C000028,S0009,P00184,1,5.34,5.34,False,card
T00002246,2023-09-07 18:19:09,C000246,S0018,P00089,1,3.29,3.29,False,card
T00002247,2023-10-17 21:59:52,C000244,S0006,P00160,2,4.73,9.46,False,mobile
T00002248,2023-08-26 13:52:17,C000142,S0015,P00153,1,2.95,2.95,True,card
T00002249,2023-01-01 10:53:48,C000172,S0005,P00014,2,3.81,7.62,False,insurance
T00002250,2023-12-28 02:28:45,C000419,S0018,P00131,3,7.43,22.29,False,mobile
T00002251,2023-01-09 15:38:01,C000366,S0002,P00026,1,15.38,15.38,False,insurance
T00002252,2023-12-30 18:57:00,C000001,S0018,P00040,2,24.72,49.44,False,card
T00002253,2023-01-12 13:34:54,C000129,S0010,P00101,1,8.25,8.25,False,card
T00002254,2023-07-07 23:47:22,C000275,S0005,P00104,1,13.53,13.53,True,mobile
T00002255,2023-02-08 13:45:42,C000203,S0009,P00185,1,16.02,16.02,False,card
T00002256,2023-02-04 15:39:33,C000173,S0002,P00195,5,6.89,34.45,False,card
T00002257,2023-09-06 18:08:47,C000440,S0004,P00189,2,8.85,17.7,False,cash
T00002258,2023-09-22 22:26:21,C000275,S0008,P00123,1,1.41,1.41,False,insurance
T00002259,2023-02-13 00:54:56,C000273,S0009,P00176,3,19.93,59.79,False,insurance
T00002260,2023-12-22 12:08:15,C000173,S0001,P00009,2,20.56,41.12,False,insurance
T00002261,2023-04-27 15:33:04,C000373,S0020,P00098,4,6.3,25.2,False,insurance
T00002262,2023-04-26 20:53:57,C000394,S0006,P00106,1,6.16,6.16,False,cash
T00002263,2023-04-19 02:23:38,C000274,S0017,P00015,1,11.64,11.64,False,insurance
T00002264,2023-06-17 21:07:15,C000212,S0019,P00005,1,14.95,14.95,False,insurance
T00002265,2023-03-06 17:33:34,C000309,S0005,P00042,1,15.97,15.97,False,cash
T00002266,2023-06-04 14:51:04,C000196,S0001,P00091,3,2.85,8.55,False,insurance
T00002267,2023-03-18 10:23:49,C000239,S0017,P00188,2,2.1,4.2,False,cash
T00002268,2023-01-19 17:11:51,C000229,S0003,P00113,1,5.27,5.27,False,card
T00002269,2023-05-15 05:17:04,C000399,S0001,P00140,1,10.65,10.65,False,insurance
T00002270,2023-09-02 16:54:08,C000042,S0014,P00095,4,3.31,13.24,False,cash
T00002271,2023-10-05 18:21:11,C000444,S0004,P00065,1,1.66,1.66,False,cash
T00002272,2023-05-09 14:45:29,C000402,S0003,P00131,1,7.86,7.86,False,insurance
T00002273,2023-04-28 20:14:50,C000356,S0014,P00127,1,31.19,31.19,False,mobile
T00002274,2023-10-14 15:17:04,C000212,S0001,P00083,1,20.14,20.14,False,mobile
T00002275,2023-09-05 22:51:41,C000231,S0019,P00054,3,3.72,11.16,False,insurance
T00002276,2023-10-30 21:24:04,C000470,S0002,P00148,1,8.54,8.54,False,cash
T00002277,2023-11-26 19:42:08,C000180,S0018,P00062,2,13.24,26.48,False,card
T00002278,2023-10-26 22:16:20,C000248,S0001,P00041,1,19.87,19.87,False,insurance
T00002279,2023-12-07 21:08:19,C000044,S0005,P00055,1,1.55,1.55,True,card
T00002280,2023-06-01 15:59:39,C000377,S0008,P00132,3,8.66,25.98,False,card
T00002281,2023-05-24 15:51:11,C000340,S0013,P00165,3,6.81,20.43,False,mobile
T00002282,2023-04-28 01:01:23,C000125,S0019,P00134,1,3.65,3.65,False,card
T00002283,2023-03-27 14:54:17,C000241,S0012,P00097,4,7.73,30.92,False,card
T00002284,2023-09-30 13:41:54,C000206,S0008,P00185,3,18.09,54.27,False,cash
T00002285,2023-09-18 01:26:46,C000253,S0008,P00113,2,5.64,11.28,False,card
T00002286,2023-10-19 16:56:17,C000249,S0016,P00011,1,5.87,5.87,False,cash
T00002287,2023-03-02 22:19:37,C000447,S0018,P00018,1,3.91,3.91,True,mobile
T00002288,2023-06-28 19:37:30,C000021,S0013,P00026,1,12.91,12.91,True,card
T00002289,2023-03-22 19:02:01,C000112,S0013,P00058,5,14.9,74.5,False,insurance
T00002290,2023-11-22 01:31:09,C000173,S0006,P00065,1,1.21,1.21,True,mobile
T00002291,2023-04-08 08:06:16,C000029,S0006,P00192,3,14.27,42.81,False,card
T00002292,2023-02-22 09:11:11,C000202,S0006,P00099,10,28.66,286.6,False,card
T00002293,2023-07-27 10:20:01,C000475,S0004,P00031,4,2.36,9.44,False,cash
T00002294,2023-11-16 23:32:42,C000306,S0007,P00172,3,7.46,22.38,False,mobile
T00002295,2023-11-30 07:49:37,C000321,S0011,P00152,1,2.29,2.29,False,insurance
T00002296,2023-02-04 23:29:16,C000497,S0018,P00126,1,6.89,6.89,False,card
T00002297,2023-04-29 15:00:20,C000443,S0005,P00183,2,5.69,11.38,True,card
T00002298,2023-02-25 21:11:56,C000355,S0002,P00104,3,15.11,45.33,True,cash
T00002299,2023-04-23 01:30:55,C000490,S0006,P00004,1,4.99,4.99,False,insurance
T00002300,2023-07-14 07:37:35,C000489,S0018,P00038,2,21.85,43.7,False,cash
T00002301,2023-04-13 03:04:31,C000399,S0012,P00115,1,2.87,2.87,False,insurance
T00002302,2023-01-25 13:50:29,C000412,S0002,P00088,1,4.32,4.32,False,insurance
T00002303,2023-07-05 15:37:13,C000069,S0016,P00189,1,9.09,9.09,False,insurance
T00002304,2023-01-20 05:19:22,C000388,S0016,P00028,1,8.09,8.09,True,card
T00002305,2023-03-24 12:24:59,C000021,S0009,P00031,5,2.48,12.4,False,mobile
T00002306,2023-01-01 04:31:54,C000272,S0010,P00001,1,9.45,9.45,False,card
T00002307,2023-02-01 14:28:26,C000491,S0008,P00141,1,2.31,2.31,True,cash
T00002308,2023-06-08 19:39:44,C000069,S0005,P00198,2,2.81,5.62,False,cash
T00002309,2023-11-06 15:50:02,C000463,S0016,P00085,2,17.7,35.4,True,mobile
T00002310,2023-10-09 23:06:51,C000392,S0011,P00008,3,36.81,110.43,False,cash
T00002311,2023-02-05 23:23:04,C000288,S0010,P00184,1,4.4,4.4,True,card
T00002312,2023-01-13 16:20:52,C000374,S0012,P00060,3,9.91,29.73,False,mobile
T00002313,2023-05-04 01:31:50,C000382,S0020,P00147,5,7.4,37.0,False,card
T00002314,2023-08-26 10:07:21,C000194,S0019,P00131,1,8.39,8.39,False,mobile
T00002315,2023-09-29 19:27:20,C000448,S0004,P00179,1,2.21,2.21,False,cash
T00002316,2023-10-27 14:50:25,C000246,S0013,P00140,1,11.63,11.63,False,mobile
T00002317,2023-05-05 13:30:02,C000457,S0018,P00162,1,2.81,2.81,False,insurance
T00002318,2023-03-03 03:39:19,C000082,S0015,P00011,3,5.64,16.92,False,insurance
T00002319,2023-01-10 14:10:32,C000058,S0011,P00187,3,1.43,4.29,False,cash
T00002320,2023-02-23 11:00:05,C000452,S0013,P00031,2,2.63,5.26,False,card
T00002321,2023-01-24 17:15:09,C000099,S0009,P00200,1,6.07,6.07,True,mobile
T00002322,2023-11-10 07:57:27,C000235,S0007,P00157,1,42.47,42.47,False,card
T00002323,2023-04-08 16:51:30,C000410,S0008,P00094,3,8.96,26.88,False,cash
T00002324,2023-10-27 14:49:00,C000035,S0007,P00163,3,20.42,61.26,True,insurance
T00002325,2023-07-21 08:23:48,C000450,S0018,P00153,1,3.32,3.32,False,mobile
T00002326,2023-07-16 04:11:43,C000341,S0004,P00103,1,10.08,10.08,False,mobile
T00002327,2023-06-15 13:04:27,C000447,S0003,P00035,2,5.64,11.28,False,mobile
T00002328,2023-10-26 04:31:49,C000350,S0017,P00179,3,2.14,6.42,False,insurance
T00002329,2023-01-16 19:34:16,C000361,S0020,P00197,1,8.68,8.68,False,insurance
T00002330,2023-02-03 18:19:01,C000171,S0009,P00048,1,15.47,15.47,False,card
T00002331,2023-06-04 02:43:02,C000434,S0002,P00131,1,7.67,7.67,False,card
T00002332,2023-05-24 14:11:26,C000033,S0009,P00081,5,8.26,41.3,False,card
T00002333,2023-07-18 14:20:03,C000459,S0002,P00108,4,1.93,7.72,True,insurance
T00002334,2023-09-26 13:23:58,C000260,S0017,P00027,1,6.41,6.41,False,cash
T00002335,2023-08-02 20:47:41,C000417,S0017,P00035,1,5.74,5.74,False,card
T00002336,2023-04-04 17:06:01,C000033,S0016,P00052,2,3.13,6.26,False,insurance
T00002337,2023-04-30 03:13:08,C000303,S0007,P00012,5,10.81,54.05,False,mobile
T00002338,2023-10-01 20:20:44,C000458,S0015,P00033,4,6.01,24.04,False,card
T00002339,2023-03-15 08:01:20,C000313,S0020,P00163,3,24.98,74.94,True,mobile
T00002340,2023-07-03 12:30:15,C000327,S0003,P00116,4,7.27,29.08,False,cash
T00002341,2023-07-16 02:52:56,C000359,S0011,P00147,2,7.89,15.78,False,mobile
T00002342,2023-10-01 02:19:25,C000315,S0009,P00039,5,4.39,21.95,False,cash
T00002343,2023-09-18 00:36:02,C000351,S0014,P00086,1,2.11,2.11,False,mobile
T00002344,2023-06-19 03:26:29,C000220,S0016,P00041,1,21.61,21.61,False,cash
T00002345,2023-04-23 12:51:40,C000218,S0014,P00036,1,26.64,26.64,False,card
T00002346,2023-05-14 22:00:44,C000170,S0014,P00132,1,7.9,7.9,False,mobile
T00002347,2023-05-30 19:39:08,C000422,S0016,P00167,1,8.4,8.4,False,insurance
T00002348,2023-03-21 18:50:13,C000356,S0014,P00052,5,3.04,15.2,False,cash
T00002349,2023-08-16 15:33:33,C000463,S0020,P00072,1,10.87,10.87,False,insurance
T00002350,2023-03-17 20:24:07,C000024,S0017,P00040,1,27.74,27.74,False,insurance
T00002351,2023-08-25 02:50:36,C000035,S0007,P00155,1,2.91,2.91,False,mobile
T00002352,2023-10-01 13:01:26,C000355,S0016,P00068,2,4.66,9.32,False,insurance
T00002353,2023-12-17 02:37:16,C000117,S0001,P00022,1,6.79,6.79,False,cash
T00002354,2023-02-13 06:48:02,C000387,S0011,P00196,2,7.06,14.12,False,mobile
T00002355,2023-10-04 13:00:46,C000411,S0016,P00106,3,6.34,19.02,False,mobile
T00002356,2023-02-01 07:08:30,C000367,S0002,P00067,2,8.24,16.48,False,cash
T00002357,2023-05-03 18:11:41,C000433,S0007,P00085,1,23.38,23.38,False,mobile
T00002358,2023-03-06 04:04:53,C000345,S0019,P00004,2,4.95,9.9,False,mobile
T00002359,2023-03-01 01:42:53,C000131,S0001,P00176,1,13.31,13.31,True,mobile
T00002360,2023-03-05 19:49:37,C000377,S0004,P00024,2,4.72,9.44,False,mobile
T00002361,2023-01-16 23:50:38,C000330,S0005,P00066,1,7.0,7.0,False,card
T00002362,2023-10-27 14:40:06,C000338,S0008,P00108,1,2.69,2.69,False,insurance
T00002363,2023-01-23 06:01:07,C000120,S0006,P00148,2,7.33,14.66,False,cash
T00002364,2023-05-26 01:21:14,C000460,S0019,P00171,1,16.15,16.15,False,mobile
T00002365,2023-09-12 11:53:05,C000403,S0007,P00088,1,4.5,4.5,False,mobile
T00002366,2023-12-27 12:02:01,C000219,S0019,P00048,1,14.51,14.51,False,mobile
T00002367,2023-11-07 17:58:16,C000017,S0019,P00080,2,15.74,31.48,False,insurance
T00002368,2023-02-19 22:40:39,C000180,S0012,P00194,2,3.33,6.66,False,mobile
T00002369,2023-12-26 12:53:08,C000085,S0008,P00194,1,3.17,3.17,False,mobile
T00002370,2023-08-26 21:19:26,C000177,S0003,P00191,1,6.0,6.0,False,mobile
T00002371,2023-03-07 08:42:27,C000131,S0008,P00195,1,7.21,7.21,False,mobile
T00002372,2023-06-13 08:06:03,C000490,S0014,P00095,1,3.32,3.32,False,card
T00002373,2023-12-01 02:37:09,C000088,S0007,P00072,5,11.22,56.1,False,insurance
T00002374,2023-05-24 00:31:59,C000284,S0012,P00136,1,4.08,4.08,False,insurance
T00002375,2023-03-08 20:15:34,C000204,S0003,P00199,1,10.67,10.67,False,card
T00002376,2023-11-15 12:44:08,C000184,S0015,P00137,4,7.04,28.16,False,insurance
T00002377,2023-12-13 21:11:44,C000206,S0012,P00173,1,19.31,19.31,False,mobile
T00002378,2023-12-22 02:48:13,C000389,S0007,P00136,1,4.74,4.74,False,card
T00002379,2023-12-14 21:05:03,C000083,S0001,P00007,1,10.5,10.5,False,cash
T00002380,2023-11-14 17:17:45,C000381,S0015,P00185,2,18.34,36.68,False,card
T00002381,2023-06-15 10:25:12,C000245,S0009,P00083,1,19.89,19.89,False,cash
T00002382,2023-03-11 23:56:19,C000062,S0018,P00033,1,7.08,7.08,False,cash
T00002383,2023-08-13 15:28:48,C000204,S0009,P00184,1,4.05,4.05,True,cash
T00002384,2023-03-22 08:53:26,C000490,S0004,P00112,2,7.41,14.82,False,cash
T00002385,2023-06-22 05:29:10,C000255,S0009,P00016,1,5.89,5.89,True,cash
T00002386,2023-08-27 19:27:41,C000236,S0010,P00184,1,5.34,5.34,False,mobile
T00002387,2023-12-11 13:19:19,C000354,S0015,P00059,1,4.67,4.67,False,card
T00002388,2023-04-16 05:26:03,C000405,S0005,P00100,2,11.99,23.98,False,card
T00002389,2023-04-02 16:43:11,C000198,S0018,P00123,2,1.48,2.96,False,mobile
T00002390,2023-09-25 10:33:32,C000288,S0002,P00024,2,5.34,10.68,False,cash
T00002391,2023-01-03 08:26:02,C000031,S0016,P00170,1,22.52,22.52,False,card
T00002392,2023-07-26 04:15:03,C000352,S0010,P00127,1,30.12,30.12,False,cash
T00002393,2023-09-29 12:19:24,C000178,S0004,P00166,10,4.55,45.5,False,cash
T00002394,2023-07-20 12:44:20,C000273,S0017,P00076,10,3.58,35.8,False,mobile
T00002395,2023-05-20 18:13:51,C000153,S0005,P00034,1,7.92,7.92,False,mobile
T00002396,2023-10-29 14:11:10,C000025,S0003,P00101,1,6.58,6.58,True,card
T00002397,2023-05-16 01:21:28,C000062,S0019,P00189,1,8.0,8.0,False,mobile
T00002398,2023-09-16 15:12:52,C000287,S0014,P00044,1,44.91,44.91,False,mobile
T00002399,2023-06-18 22:44:31,C000401,S0010,P00123,10,1.43,14.3,False,cash
T00002400,2023-01-10 16:11:00,C000442,S0005,P00072,10,9.96,99.6,True,cash
T00002401,2023-07-13 02:35:34,C000489,S0001,P00039,1,3.29,3.29,True,cash
T00002402,2023-01-19 00:04:30,C000027,S0007,P00157,1,38.16,38.16,False,card
T00002403,2023-12-05 20:51:08,C000286,S0019,P00135,1,11.77,11.77,False,insurance
T00002404,2023-08-07 23:12:53,C000142,S0003,P00084,1,8.35,8.35,False,mobile
T00002405,2023-05-16 10:04:26,C000048,S0010,P00065,1,1.71,1.71,False,card
T00002406,2023-06-26 23:22:26,C000111,S0002,P00029,4,9.75,39.0,False,cash
T00002407,2023-08-14 09:09:18,C000364,S0001,P00043,1,14.55,14.55,False,insurance
T00002408,2023-04-05 16:58:23,C000317,S0002,P00158,1,5.86,5.86,False,cash
T00002409,2023-04-15 23:24:31,C000205,S0012,P00135,1,12.41,12.41,False,insurance
T00002410,2023-06-02 09:22:46,C000423,S0003,P00074,2,2.74,5.48,True,insurance
T00002411,2023-04-05 02:53:12,C000461,S0002,P00133,1,8.23,8.23,False,card
T00002412,2023-10-03 21:06:17,C000076,S0015,P00014,1,2.95,2.95,True,mobile
T00002413,2023-02-07 18:55:53,C000405,S0020,P00086,3,1.98,5.94,False,mobile
T00002414,2023-10-28 21:16:41,C000209,S0014,P00035,4,5.43,21.72,False,mobile
T00002415,2023-05-07 20:44:11,C000216,S0005,P00128,2,4.88,9.76,False,cash
T00002416,2023-07-24 06:50:41,C000323,S0012,P00072,4,7.85,31.4,True,mobile
T00002417,2023-02-27 10:09:12,C000214,S0006,P00146,1,8.42,8.42,False,card
T00002418,2023-05-21 06:35:16,C000382,S0002,P00096,5,6.46,32.3,False,mobile
T00002419,2023-10-02 16:09:34,C000097,S0007,P00170,1,25.1,25.1,False,card
T00002420,2023-04-09 12:48:25,C000214,S0010,P00064,4,7.88,31.52,False,insurance
T00002421,2023-02-18 03:33:43,C000425,S0010,P00048,1,15.03,15.03,False,cash
T00002422,2023-07-09 23:28:47,C000281,S0002,P00052,4,3.19,12.76,False,cash
T00002423,2023-03-01 03:31:15,C000446,S0017,P00167,4,7.87,31.48,False,insurance
T00002424,2023-04-25 13:39:09,C000074,S0005,P00112,1,6.95,6.95,False,insurance
T00002425,2023-06-13 23:13:33,C000393,S0015,P00148,1,7.79,7.79,False,card
T00002426,2023-07-25 07:56:06,C000067,S0001,P00143,1,4.68,4.68,False,insurance
T00002427,2023-08-21 17:35:39,C000219,S0007,P00106,10,6.13,61.3,False,mobile
T00002428,2023-09-04 07:14:07,C000264,S0014,P00167,3,8.02,24.06,False,insurance
T00002429,2023-11-04 07:41:31,C000494,S0016,P00032,1,13.9,13.9,False,insurance
T00002430,2023-01-25 01:16:04,C000196,S0015,P00175,1,8.83,8.83,False,mobile
T00002431,2023-05-12 21:15:36,C000149,S0002,P00091,1,2.87,2.87,False,card
T00002432,2023-01-01 09:19:31,C000254,S0020,P00104,2,20.64,41.28,False,cash
T00002433,2023-01-04 10:29:28,C000053,S0002,P00162,3,2.92,8.76,False,insurance
T00002434,2023-03-19 06:27:11,C000451,S0003,P00180,1,8.98,8.98,True,mobile
T00002435,2023-08-06 17:22:45,C000242,S0005,P00128,3,5.48,16.44,False,insurance
T00002436,2023-11-22 14:27:09,C000075,S0017,P00178,1,4.62,4.62,False,insurance
T00002437,2023-10-09 13:39:23,C000267,S0018,P00173,1,14.34,14.34,True,insurance
T00002438,2023-08-24 05:59:46,C000019,S0007,P00029,3,9.71,29.13,False,cash
T00002439,2023-10-11 06:02:21,C000071,S0008,P00001,3,6.79,20.37,True,cash
T00002440,2023-03-04 14:14:44,C000485,S0017,P00082,1,6.69,6.69,False,card
T00002441,2023-11-02 16:48:03,C000127,S0015,P00024,5,5.06,25.3,False,mobile
T00002442,2023-11-21 01:20:46,C000311,S0019,P00085,1,22.9,22.9,False,insurance
T00002443,2023-02-04 14:23:43,C000418,S0003,P00068,1,4.33,4.33,False,mobile
T00002444,2023-06-21 01:32:06,C000070,S0015,P00033,2,6.86,13.72,False,mobile
T00002445,2023-10-30 03:12:20,C000003,S0011,P00002,2,3.52,7.04,False,insurance
T00002446,2023-06-23 07:08:15,C000270,S0001,P00194,1,3.3,3.3,False,mobile
T00002447,2023-11-02 22:22:09,C000289,S0012,P00065,2,1.67,3.34,False,cash
T00002448,2023-12-07 12:53:40,C000265,S0004,P00178,1,4.45,4.45,False,insurance
T00002449,2023-06-22 18:40:04,C000471,S0015,P00020,2,3.59,7.18,False,mobile
T00002450,2023-01-22 15:40:32,C000237,S0015,P00084,1,6.41,6.41,True,cash
T00002451,2023-05-04 18:42:00,C000215,S0005,P00114,2,16.41,32.82,False,mobile
T00002452,2023-03-20 07:47:50,C000400,S0007,P00010,2,4.24,8.48,True,cash
T00002453,2023-06-22 13:52:09,C000492,S0018,P00190,1,6.64,6.64,False,insurance
T00002454,2023-08-02 05:17:54,C000125,S0011,P00188,5,2.0,10.0,False,insurance
T00002455,2023-06-18 20:36:59,C000007,S0003,P00050,1,15.47,15.47,False,insurance
T00002456,2023-03-13 03:46:12,C000242,S0001,P00099,2,27.52,55.04,False,card
